starname,program,ra,dec,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_inter,tau_intra
Star1410,Program6,114.55005125319758,-22.255443159488806,300,1,1,1,1,1,0
Star1411,Program6,322.88058684598695,-16.01662136928391,300,1,1,1,1,1,0
Star1412,Program6,13.471396981678197,-1.9700776909855904,300,1,1,1,1,1,0
Star1413,Program6,0.43806584113400504,-22.008895087966266,300,1,1,1,1,1,0
Star1414,Program6,300.1290107410499,40.969253625317265,300,1,1,1,1,1,0
Star1415,Program6,353.8586550834441,12.37861939420398,300,1,1,1,1,1,0
Star1416,Program6,78.26361028648472,22.76237028365341,300,1,1,1,1,1,0
Star1417,Program6,349.60918886407114,19.89893536482178,300,1,1,1,1,1,0
Star1418,Program6,350.2874066307637,58.324412310819184,300,1,1,1,1,1,0
Star1419,Program6,299.54346025997006,-10.543522367853484,300,1,1,1,1,1,0
Star1420,Program6,44.42181556887135,45.09098783411409,300,1,1,1,1,1,0
Star1421,Program6,312.72709453307425,1.5403114433788971,300,1,1,1,1,1,0
Star1422,Program6,342.84432682686713,61.53126151163221,300,1,1,1,1,1,0
Star1423,Program6,81.20047208501029,-27.82956793996989,300,1,1,1,1,1,0
Star1424,Program6,288.2811491478766,-2.495818478187715,300,1,1,1,1,1,0
Star1425,Program6,82.08973795695141,-2.0207458930460405,300,1,1,1,1,1,0
Star1426,Program6,14.824062385794718,-0.32049926975548715,300,1,1,1,1,1,0
Star1427,Program6,279.39302386910384,3.4405473516330005,300,1,1,1,1,1,0
Star1428,Program6,38.689369060735885,-5.862692794472906,300,1,1,1,1,1,0
Star1429,Program6,286.5662406622175,7.598165406776687,300,1,1,1,1,1,0
Star1430,Program6,307.93184609496,38.4535281477566,300,1,1,1,1,1,0
Star1431,Program6,305.2341857583914,53.77390458369851,300,1,1,1,1,1,0
Star1432,Program6,299.63501066794055,20.457966055930356,300,1,1,1,1,1,0
Star1433,Program6,311.8500659154562,-11.664274320636636,300,1,1,1,1,1,0
Star1434,Program6,348.81166082383197,74.11024980900271,300,1,1,1,1,1,0
Star1435,Program6,43.92512830794749,55.186678196956876,300,1,1,1,1,1,0
Star1436,Program6,295.0715337907657,-0.14126672378688454,300,1,1,1,1,1,0
Star1437,Program6,1.2357825137409577,-23.688697791696356,300,1,1,1,1,1,0
Star1438,Program6,325.92518670783693,24.436477798608607,300,1,1,1,1,1,0
Star1439,Program6,346.921891777626,57.8874213231519,300,1,1,1,1,1,0
Star1440,Program6,24.565692052150382,17.188068086731235,300,1,1,1,1,1,0
Star1441,Program6,67.82271819335983,-14.558089581177114,300,1,1,1,1,1,0
Star1442,Program6,274.4675259689819,63.81070904230356,300,1,1,1,1,1,0
Star1443,Program6,97.32657353155139,39.79366569340155,300,1,1,1,1,1,0
Star1444,Program6,44.413823074926086,-17.178444271187345,300,1,1,1,1,1,0
Star1445,Program6,60.13502365171439,18.06898483761114,300,1,1,1,1,1,0
Star1446,Program6,17.42614390499449,-4.69091866667803,300,1,1,1,1,1,0
Star1447,Program6,312.17554330249465,13.345474079491254,300,1,1,1,1,1,0
Star1448,Program6,2.0525091210522532,-23.7050740946666,300,1,1,1,1,1,0
Star1449,Program6,57.83846086575363,10.855723607723334,300,1,1,1,1,1,0
Star1450,Program6,322.02173383580237,15.788821147335256,300,1,1,1,1,1,0
Star1451,Program6,328.3624075616292,-17.457151462370675,300,1,1,1,1,1,0
Star1452,Program6,18.07312651560045,67.69726190105726,300,1,1,1,1,1,0
Star1453,Program6,309.26989172423055,19.39757366271104,300,1,1,1,1,1,0
Star1454,Program6,303.83848062009173,8.238459202366045,300,1,1,1,1,1,0
Star1455,Program6,97.15345134920153,69.34843609666649,300,1,1,1,1,1,0
Star1456,Program6,60.536143537622365,-10.66423920524305,300,1,1,1,1,1,0
Star1457,Program6,74.9525935216841,8.987226281211235,300,1,1,1,1,1,0
Star1458,Program6,341.61194167572944,-0.07186746839944647,300,1,1,1,1,1,0
Star1459,Program6,21.79741122651302,-25.96952022330855,300,1,1,1,1,1,0
Star1460,Program6,309.64314972061504,-26.31265497288976,300,1,1,1,1,1,0
Star1461,Program6,76.09038034861061,-19.325228301616278,300,1,1,1,1,1,0
Star1462,Program6,65.1414080210152,50.50799681287711,300,1,1,1,1,1,0
Star1463,Program6,304.18740758632396,33.61629681016936,300,1,1,1,1,1,0
Star1464,Program6,327.60525797941614,71.93636018043352,300,1,1,1,1,1,0
Star1465,Program6,304.5927547135574,10.511180308508457,300,1,1,1,1,1,0
Star1466,Program6,15.423026388876792,44.06225856928086,300,1,1,1,1,1,0
Star1467,Program6,21.649900763554626,25.623934957575827,300,1,1,1,1,1,0
Star1468,Program6,33.340349686790944,37.631020415306,300,1,1,1,1,1,0
Star1469,Program6,10.864143106466543,-16.43937809732867,300,1,1,1,1,1,0
Star1470,Program6,7.680657440472544,22.30244312724672,300,1,1,1,1,1,0
Star1471,Program6,341.97664393594897,-1.648002895869098,300,1,1,1,1,1,0
Star1472,Program6,57.972487480987866,-29.05310900456822,300,1,1,1,1,1,0
Star1473,Program6,42.04003910934273,34.12935885994466,300,1,1,1,1,1,0
Star1474,Program6,10.153403496638077,35.853369841912794,300,1,1,1,1,1,0
Star1475,Program6,330.80334906048023,14.413921222820775,300,1,1,1,1,1,0
Star1476,Program6,116.0707452679867,31.337250770033847,300,1,1,1,1,1,0
Star1477,Program6,78.49821812520094,-24.060050595931074,300,1,1,1,1,1,0
Star1478,Program6,0.3066761825887738,-24.908253678711347,300,1,1,1,1,1,0
Star1479,Program6,60.951347766256504,-8.027345688511886,300,1,1,1,1,1,0
Star1480,Program6,314.7429998189866,-27.091278275998533,300,1,1,1,1,1,0
Star1481,Program6,98.65488517616302,40.523045666253836,300,1,1,1,1,1,0
Star1482,Program6,74.92706710141147,-4.28772186822782,300,1,1,1,1,1,0
Star1483,Program6,281.3174242766235,70.3982954963812,300,1,1,1,1,1,0
Star1484,Program6,59.14848576802228,-6.284235520425284,300,1,1,1,1,1,0
Star1485,Program6,315.92375725055786,74.54610472689208,300,1,1,1,1,1,0
Star1486,Program6,270.41547463313316,-21.891460835950625,300,1,1,1,1,1,0
Star1487,Program6,275.23020880060756,-3.016637591471195,300,1,1,1,1,1,0
Star1488,Program6,12.706474711497833,-24.277703913876024,300,1,1,1,1,1,0
Star1489,Program6,78.55846934335023,45.373874210738336,300,1,1,1,1,1,0
Star1490,Program6,4.165408591838855,-9.726285224267855,300,1,1,1,1,1,0
Star1491,Program6,62.92314190944501,58.42960289782249,300,1,1,1,1,1,0
Star1492,Program6,48.07913351964032,34.37895353536064,300,1,1,1,1,1,0
Star1493,Program6,353.07713078912025,41.24697462981658,300,1,1,1,1,1,0
Star1494,Program6,2.640771620886653,-4.305141186884995,300,1,1,1,1,1,0
Star1495,Program6,337.9581112300676,53.363637006697246,300,1,1,1,1,1,0
Star1496,Program6,325.67399673676454,26.741838416121183,300,1,1,1,1,1,0
Star1497,Program6,74.64568756853424,35.235871456713355,300,1,1,1,1,1,0
Star1498,Program6,92.73535067342812,40.51991903700974,300,1,1,1,1,1,0
Star1499,Program6,98.73697474259444,34.09911486909071,300,1,1,1,1,1,0
Star1500,Program6,15.802596932558686,64.85178762939125,300,1,1,1,1,1,0
Star1501,Program6,343.4019284962843,-3.984650868431075,300,1,1,1,1,1,0
Star1502,Program6,342.06154391249214,63.78075742944901,300,1,1,1,1,1,0
Star1503,Program6,296.06848407087784,6.066480249343144,300,1,1,1,1,1,0
Star1504,Program6,338.46699688695605,-26.206269151934883,300,1,1,1,1,1,0
Star1505,Program6,342.03145090455126,17.023917827248155,300,1,1,1,1,1,0
Star1506,Program6,9.034177616199031,-13.957929293522042,300,1,1,1,1,1,0
Star1507,Program6,5.794204467031477,26.60212889738716,300,1,1,1,1,1,0
Star1508,Program6,80.68131878592271,31.569721952804713,300,1,1,1,1,1,0
Star1509,Program6,46.27833759870293,-6.578029575860185,300,1,1,1,1,1,0
Star1510,Program6,359.8627234094588,20.916346990488464,300,1,1,1,1,1,0
Star1511,Program6,27.13261445122066,-3.1353437145074423,300,1,1,1,1,1,0
Star1512,Program6,311.4114634366632,40.55445754519863,300,1,1,1,1,1,0
Star1513,Program6,32.47129751519208,-1.1101772494337325,300,1,1,1,1,1,0
Star1514,Program6,286.63843774095255,32.55490252921717,300,1,1,1,1,1,0
Star1515,Program6,97.29544318275475,22.122988116472996,300,1,1,1,1,1,0
Star1516,Program6,332.0675859150048,12.147239156308586,300,1,1,1,1,1,0
Star1517,Program6,280.57792153514765,-14.344427756957359,300,1,1,1,1,1,0
Star1518,Program6,279.2716282302786,52.57812908019707,300,1,1,1,1,1,0
Star1519,Program6,342.34289604969587,-10.328148903902388,300,1,1,1,1,1,0
Star1520,Program6,33.96974714312671,-9.138103736166613,300,1,1,1,1,1,0
Star1521,Program6,34.79638100729403,36.15783667243622,300,1,1,1,1,1,0
Star1522,Program6,327.9042776794683,-12.651376742592532,300,1,1,1,1,1,0
Star1523,Program6,305.1802111669929,58.19358422983731,300,1,1,1,1,1,0
Star1524,Program6,347.5591550658198,-1.2180482191339905,300,1,1,1,1,1,0
Star1525,Program6,0.9635194429549188,38.33741605852944,300,1,1,1,1,1,0
Star1526,Program6,331.4062312912927,31.474981415265006,300,1,1,1,1,1,0
Star1527,Program6,112.65283207592518,10.668083704102202,300,1,1,1,1,1,0
Star1528,Program6,92.96602423606032,-23.954349277486855,300,1,1,1,1,1,0
Star1529,Program6,107.85098611587102,21.007447636984722,300,1,1,1,1,1,0
Star1530,Program6,23.370645480183157,22.295401756721333,300,1,1,1,1,1,0
Star1531,Program6,294.4817034659343,27.29742137469637,300,1,1,1,1,1,0
Star1532,Program6,350.75234214907255,21.3151854763136,300,1,1,1,1,1,0
Star1533,Program6,53.8400570457427,11.078347304323316,300,1,1,1,1,1,0
Star1534,Program6,338.365252438706,44.011008662586136,300,1,1,1,1,1,0
Star1535,Program6,346.1015925873645,-28.604793393407554,300,1,1,1,1,1,0
Star1536,Program6,79.96207254311366,13.483790664106337,300,1,1,1,1,1,0
Star1537,Program6,295.4675734469242,19.39752278078798,300,1,1,1,1,1,0
Star1538,Program6,60.296360334292274,-24.264086144431758,300,1,1,1,1,1,0
Star1539,Program6,337.82680089104565,49.95335728752184,300,1,1,1,1,1,0
Star1540,Program6,284.4640998574772,63.12235693694771,300,1,1,1,1,1,0
Star1541,Program6,334.5397545007677,-3.7807281285767544,300,1,1,1,1,1,0
Star1542,Program6,11.156490977020667,-5.018440028352529,300,1,1,1,1,1,0
Star1543,Program6,7.648401297764167,53.5183052327431,300,1,1,1,1,1,0
Star1544,Program6,26.20070848650846,48.292440042064726,300,1,1,1,1,1,0
Star1545,Program6,340.11789631434425,-9.572830832360935,300,1,1,1,1,1,0
Star1546,Program6,102.20585990560232,29.757939715536025,300,1,1,1,1,1,0
Star1547,Program6,281.5316291647065,-23.325357332713608,300,1,1,1,1,1,0
Star1548,Program6,331.04461975406014,34.33301809056495,300,1,1,1,1,1,0
Star1549,Program6,297.87110354143147,38.13025522848778,300,1,1,1,1,1,0
Star1550,Program6,74.62776788785453,-1.2980494989118654,300,1,1,1,1,1,0
Star1551,Program6,117.75740524892296,-17.580479284433807,300,1,1,1,1,1,0
Star1552,Program6,60.1747150328755,36.64685980212775,300,1,1,1,1,1,0
Star1553,Program6,270.8613949995055,64.9399925990715,300,1,1,1,1,1,0
Star1554,Program6,5.519049932913731,65.41820048605243,300,1,1,1,1,1,0
Star1555,Program6,87.32694174057144,-0.2656222012129206,300,1,1,1,1,1,0
Star1556,Program6,90.70448333621061,-22.09338941865674,300,1,1,1,1,1,0
Star1557,Program6,348.40828084999856,0.4854062753742028,300,1,1,1,1,1,0
Star1558,Program6,84.41611973804117,-8.52326996874288,300,1,1,1,1,1,0
Star1559,Program6,332.9476205220985,23.272597406027003,300,1,1,1,1,1,0
Star1560,Program6,80.32907367507073,41.57094845610129,300,1,1,1,1,1,0
Star1561,Program6,314.27088968151577,-4.941453101380446,300,1,1,1,1,1,0
Star1562,Program6,315.59318896982586,56.97805350477856,300,1,1,1,1,1,0
Star1563,Program6,7.230538645718639,57.48921046676273,300,1,1,1,1,1,0
Star1564,Program6,85.71696374523191,32.27561755341502,300,1,1,1,1,1,0
Star1565,Program6,80.45331200590022,2.03036288845405,300,1,1,1,1,1,0
Star1566,Program6,358.7427584157868,-17.926998422596,300,1,1,1,1,1,0
Star1567,Program6,100.27036185792372,70.06326113440295,300,1,1,1,1,1,0
Star1568,Program6,116.55048303576837,25.105392065187004,300,1,1,1,1,1,0
Star1569,Program6,49.54235445356011,-21.93775011275872,300,1,1,1,1,1,0
Star1570,Program6,113.377887705685,32.00934439564314,300,1,1,1,1,1,0
Star1571,Program6,330.759229470279,15.660038007941566,300,1,1,1,1,1,0
Star1572,Program6,110.30697725212002,18.675633195604036,300,1,1,1,1,1,0
Star1573,Program6,296.16025802720185,54.698992661227436,300,1,1,1,1,1,0
Star1574,Program6,289.2674418746376,33.601255896601586,300,1,1,1,1,1,0
Star1575,Program6,87.01843438669732,-16.833212941877875,300,1,1,1,1,1,0
Star1576,Program6,275.24101862548724,8.086667425877181,300,1,1,1,1,1,0
Star1577,Program6,288.3395672300834,-11.210584846476394,300,1,1,1,1,1,0
Star1578,Program6,29.39001080137649,20.687816349746356,300,1,1,1,1,1,0
Star1579,Program6,274.121518237069,-22.466245802291553,300,1,1,1,1,1,0
Star1580,Program6,76.55147836853655,23.46813423498999,300,1,1,1,1,1,0
Star1581,Program6,46.90330391533814,65.78513033401728,300,1,1,1,1,1,0
Star1582,Program6,284.5124837532143,-13.931159102532106,300,1,1,1,1,1,0
Star1583,Program6,330.040911076496,-10.287537612584686,300,1,1,1,1,1,0
Star1584,Program6,8.650789414861379,-28.37770130668833,300,1,1,1,1,1,0
Star1585,Program6,80.63212233132947,34.896682328433414,300,1,1,1,1,1,0
Star1586,Program6,283.2705779134071,49.26342133036417,300,1,1,1,1,1,0
Star1587,Program6,58.33200805626416,-20.427859572329297,300,1,1,1,1,1,0
Star1588,Program6,53.335448540609605,1.3788571912985788,300,1,1,1,1,1,0
Star1589,Program6,324.16405393857326,-10.084709939576584,300,1,1,1,1,1,0
Star1590,Program6,98.08985305952535,-6.695343369240106,300,1,1,1,1,1,0
Star1591,Program6,305.63489521589395,-10.825518946463816,300,1,1,1,1,1,0
Star1592,Program6,19.905972309003687,-25.720213647412976,300,1,1,1,1,1,0
Star1593,Program6,83.35280816551312,-12.239170729536312,300,1,1,1,1,1,0
Star1594,Program6,11.001625701738874,4.432700571310022,300,1,1,1,1,1,0
Star1595,Program6,301.9709262136231,49.127108378093425,300,1,1,1,1,1,0
Star1596,Program6,39.20819520248358,74.2025037678574,300,1,1,1,1,1,0
Star1597,Program6,115.0527723392454,27.84744860619071,300,1,1,1,1,1,0
Star1598,Program6,302.5105205832317,5.064127238558029,300,1,1,1,1,1,0
Star1599,Program6,114.48816541154963,52.80637211467504,300,1,1,1,1,1,0
