Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past,Past
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0154,Star0171,Star0164,Star0177,Star0160,Star0159,Star0165,Star0150,Star0175,Star0170,Star0151,Star0155,Star0036,Star0036,Star0178,Star0161,Star0051,Star0051,Star0023,Star0031,Star0031,Star0173,Star0153,Star0083,Star0083,Star0083,Star0083,Star0003,Star0049,Star0049,Star0042,Star0042,Star0048,Star0048,Star0075,Star0075,Star0075,Star0075,Star0053,Star0053,Star0038,Star0038,Star0067,Star0067,Star0067,Star0067,Star0063,Star0063,Star0063,Star0063,Star0035,Star0035,Star0041,Star0041,Star0044,Star0044,Star0045,Star0045,Star0080,Star0080,Star0080,Star0080,Star0062,Star0062,Star0062,Star0062,Star0079,Star0079,Star0079,Star0079,Star0050,Star0050,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0025,Star0027,Star0016,Star0028,Star0052,Star0052,Star0006,Star0047,Star0047,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0034,Star0034,Star0007,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0059,Star0059,Star0019,Star0021,Star0017,Star0011,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0058,Star0058,Star0000,Star0029,Star0015,Star0076,Star0076,Star0076,Star0076,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0018,Star0082,Star0082,Star0082,Star0082,,Star0004,Star0012,Star0005,Star0078,Star0078,Star0078,Star0078,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0160,Star0164,Star0165,Star0150,Star0009,Star0170,Star0179,Star0155,Star0161,Star0175,Star0051,Star0051,Star0032,Star0032,Star0152,Star0031,Star0031,Star0173,Star0153,Star0176,Star0166,Star0003,Star0077,Star0077,Star0077,Star0077,Star0026,Star0008,Star0028,Star0049,Star0049,Star0002,Star0038,Star0038,Star0087,Star0087,Star0087,Star0087,Star0064,Star0064,Star0064,Star0064,Star0068,Star0068,Star0068,Star0068,Star0025,Star0053,Star0053,Star0000,Star0007,Star0024,Star0010,Star0085,Star0085,Star0085,Star0085,Star0020,Star0055,Star0055,Star0048,Star0048,Star0027,Star0066,Star0066,Star0066,Star0066,Star0029,Star0057,Star0057,Star0065,Star0065,Star0065,Star0065,Star0006,Star0016,Star0041,Star0041,Star0030,Star0030,Star0021,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0074,Star0074,Star0074,Star0074,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0017,Star0045,Star0045,Star0018,Star0039,Star0039,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0015,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0004,Star0019,Star0035,Star0035,Star0011,Star0050,Star0050,Star0005,Star0044,Star0044,,Star0012,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0164,Star0150,Star0170,Star0179,Star0151,Star0175,Star0036,Star0036,Star0022,Star0009,Star0168,Star0156,Star0157,Star0174,Star0169,Star0173,Star0167,Star0166,Star0003,Star0089,Star0089,Star0089,Star0089,Star0026,Star0017,Star0002,Star0042,Star0042,Star0008,Star0073,Star0073,Star0073,Star0073,Star0027,Star0034,Star0034,Star0086,Star0086,Star0086,Star0086,Star0071,Star0071,Star0071,Star0071,Star0029,Star0010,Star0024,,Star0028,,,Star0052,Star0052,Star0020,Star0025,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0061,Star0061,Star0061,Star0061,Star0000,Star0016,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0007,Star0059,Star0059,Star0021,Star0047,Star0047,Star0006,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0015,Star0018,Star0081,Star0081,Star0081,Star0081,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0004,Star0019,,Star0060,Star0060,Star0060,Star0060,Star0012,Star0005,Star0069,Star0069,Star0069,Star0069,Star0011,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0151,Star0175,Star0009,Star0022,Star0168,Star0172,Star0178,Star0155,Star0051,Star0051,Star0152,Star0158,Star0174,Star0153,Star0167,Star0163,Star0166,Star0013,Star0008,Star0049,Star0049,Star0025,Star0055,Star0055,Star0027,Star0026,Star0010,Star0053,Star0053,Star0024,Star0045,Star0045,Star0038,Star0038,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0096,Star0002,Star0020,Star0028,Star0016,Star0057,Star0057,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0107,Star0041,Star0041,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0100,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0007,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0017,Star0021,Star0039,Star0039,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0006,Star0030,Star0030,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0000,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0029,Star0018,Star0058,Star0058,Star0015,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,,Star0035,Star0035,Star0019,Star0004,Star0005,Star0011,Star0012,Star0044,Star0044,Star0072,Star0072,Star0072,Star0072,Star0050,Star0050,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0170,Star0037,Star0037,Star0178,Star0175,Star0022,Star0172,Star0032,Star0032,Star0156,Star0152,Star0162,Star0169,Star0173,Star0167,Star0166,Star0013,Star0001,Star0026,Star0027,Star0010,Star0017,Star0006,Star0020,Star0008,Star0002,Star0016,Star0048,Star0048,Star0025,Star0028,Star0021,Star0007,Star0024,Star0029,Star0019,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0179,Star0036,Star0036,Star0168,Star0178,Star0172,Star0157,Star0156,Star0158,Star0031,Star0031,Star0167,Star0153,Star0163,Star0013,Star0001,Star0020,Star0026,Star0008,Star0006,Star0070,Star0070,Star0070,Star0070,Star0016,Star0034,Star0034,Star0019,Star0028,Star0025,Star0017,Star0029,Star0027,Star0021,Star0052,Star0052,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0047,Star0047,Star0059,Star0059,Star0079,Star0079,Star0079,Star0079,Star0000,Star0021,Star0007,Star0063,Star0063,Star0063,Star0063,Star0006,Star0041,Star0041,Star0039,Star0039,Star0017,Star0045,Star0045,,Star0080,Star0080,Star0080,Star0080,,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0091,Star0029,Star0030,Star0030,Star0015,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0018,Star0005,Star0019,Star0004,,Star0035,Star0035,Star0062,Star0062,Star0062,Star0062,Star0012,Star0050,Star0050,Star0011,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,Star0051,Star0051,Star0032,Star0032,Star0157,Star0023,Star0158,Star0153,Star0176,Star0083,Star0083,Star0083,Star0083,Star0003,Star0026,Star0049,Star0049,Star0058,Star0058,Star0008,Star0042,Star0042,Star0075,Star0075,Star0075,Star0075,Star0024,Star0053,Star0053,Star0067,Star0067,Star0067,Star0067,Star0025,Star0010,Star0019,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0105,Star0002,Star0020,Star0055,Star0055,Star0007,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0114,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0102,Star0017,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0108,Star0057,Star0057,Star0028,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0015,Star0029,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0101,Star0018,,Star0000,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0119,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0118,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0004,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0011,Star0005,Star0012,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0000,Star0018,Star0076,Star0076,Star0076,Star0076,Star0015,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0103,Star0012,Star0011,,Star0044,Star0044,,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,Star0112,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Star0028,Star0029,Star0021,Star0034,Star0034,Star0006,Star0059,Star0059,Star0047,Star0047,Star0039,Star0039,Star0007,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0092,Star0017,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0095,Star0015,Star0000,Star0074,Star0074,Star0074,Star0074,Star0012,Star0018,Star0004,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,Star0113,,Star0082,Star0082,Star0082,Star0082,Star0147,Star0147,Star0147,Star0147,Star0147,Star0147,Star0147,Star0147,Star0147,Star0147,Star0147,Star0147,,,,,,,,,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X,*X
